index,review,rating,acting,directing,script,sound,fun
2581,"""세상에서 가장 두려운 게 뭔지 아나? 자신의 존재이유를 모를 때지."" 느껴지는게 참 많다.",8,0,0,1,0,0
2582,이렇게 지루하게 연출하는것도 능력이라면 능력  불필요한 스크립트의 범벅,4,0,1,1,0,1
2583,수작 .. 호불호가 갈리는듯하지만 난 꽤 재밌게봤다 .. 요런주제에 요런방식으로 다가오는 영화는 처음이라 .. 신선했다,8,0,0,1,0,1
2584,초반 30분은 흥미..볼만함...그후부터 지루...>>눌러서 돌려봣네...반전?? 영화의 5% 정도....초반은 잼있음..7.11은 넘 높고 5점이 딱임..,5,0,0,1,0,1
2585,샤말란 효과의 끝물...,8,0,0,0,0,0
2586,스토리 전개는 흥미롭지만 결말이 흥미를 반감 시키는군,6,0,0,1,0,0
2587,두번째 보는 언브레이커블. 수년전 처음 영화관에서 보았던것 만큼 재밌게 보았다! 당시에 안보였던 것들도 보이구 정말 센스있게 잘 만든 영화 같다 최고!! ^^,9,0,0,0,0,1
2588,이 영화가 히어로 영화가 아닌줄 알았다..이것부터가 반전이었다..난 그냥 호러 스릴러 장르에 있길래 다운받았는데..히어로 영화였다..그리고 굉장히 사실감있고 감동적인 히어로물이었다..정말 멋있고 재밌다..아역배우의 연기력도 좋다..,10,1,0,1,0,1
2589,7점 좀많이 지루한건사실..2000년도 그당시 봤다면 좀더 반전도 크고 재밌었을듯..,6,0,0,0,0,1
2590,대체 왜 좋은 평이 대체로 많고 평점이 7점대를 유지하는지 이해할 수가 없음. 내용이 개연성이 있는 것도 아니고 등장 인물의 행동조차 이해가 안 감 그냥 끝까지 억지스러운 느낌  그렇다고 주제가 와닿나 그것도 아니고,1,0,0,1,0,0
2591,지루함이 멈출생각을 않는다. 시덥잖은 결말은 그야말로 설상가상...,5,0,0,1,0,1
2592,굳,10,0,0,0,0,0
2593,올~ 나쁘지않은데,8,0,0,0,0,0
2594,평점이 너무 걸레네.. 사무엘잭슨 OO연기만 봐도 지루하진 않은데 ㅋㅋㅋ,10,1,0,0,0,1
2595,크리스토퍼 놀란은 분명 이 영화를 참고해서 배트맨 트릴로지를 제작했다!놀란보다 5년 앞선 이런 영화를 만들다니 샤말란은 천재다!,10,1,0,0,0,0
2596,아무생각없이 봤는데 오늘에서야 챙겨본걸 다행으로 생각한다,8,0,0,0,0,0
2597,영화가 조용한편인데도 흥미진진 하게 봤다 현실적인 히어로물 이였다,8,0,0,1,0,0
2598,그닥 반전스럽지 못한...그렇다고 과학적이지도 않은...그런...,6,0,0,1,0,0
2599,지루함이 아닌 섬세함과 간결함이 나이트 샤말란의 스타일 이다나이트 샤말란의 영화는 아릅답고 견고한 동화같다,10,0,0,0,0,1
2600,미쳴에 대해 더 알수 있어서 좋다!!!,10,0,0,0,0,0
2601,영화 DVD에 함께 수록되어있어요.,10,0,0,0,0,0
2602,이건 어디서 볼 수 있나요? 암만 찾아봐도 없네요...,10,0,0,0,0,0
2603,락을알게됬다,10,0,0,0,0,0
2604,rock,10,0,0,0,0,0
2605,색다른영화 ;,8,0,0,0,0,0
2606,성난 일인치  6인치를 지녀도 평범한 외양을 벗지 못하는 난 ,8,0,0,0,0,0
2607,난 헤드윅이 무조건 좋아!,10,0,0,0,0,0
2608,그야말로 중독.,10,0,0,0,0,0
2609,이거 어디서 볼수있나..? 안봤지만 당연히 10점 만점..,10,0,0,0,0,0
2610,헤드윅이영화화되기까지+and +@,9,0,0,0,0,0
2611,두고두고 생각나는 영화,10,0,0,0,0,0
2612,최고입니다!!,10,0,0,0,0,0
2613,느끼기만 하면 되는 영화,10,0,0,0,0,0
2614,..음악이 영화의 반은먹고들어간다. 펑크락부터 하드락까지..,10,0,0,0,1,0
2615,너무 보고싶다...... 뮤지컬도 보고싶다.......,10,0,0,0,0,0
2616,미국의 당시 상황에 대한 이해를 하고 본 다면 좀 더 와 닿는 영화. 개인적으로는 케네디 형제의 비극적인 암살을 소재로 다룬 JFK가 좀 더 흥미롭고 관심이 감,6,0,0,0,0,0
2617,시대적 배경지식을 갖추고 본다면 아주 흥미롭게 볼수있다.,8,0,0,0,0,0
2618,등장인물의 수만큼 어수선하다,4,0,0,0,0,0
2619,넘치는 영화.,5,0,0,0,0,0
2620,영화 제목이 Bobby인데 바비(로버트 케네디)는 거의 안나오고 그의 연설이 있을 예정이던 앰베서더 호텔에 있던 사람들의 얘기가 조금은 중구난방  옴니버스식으로 그려진다. 중간중간 상당히 의미심장한 대화도 오고가지만  로버트 케네디를 그린 영화는 아님,6,0,0,1,0,0
2621,마음이 아리다. 위대한 인물이 또 사라지다니...,10,0,0,0,0,0
2622,격동의 시대 인간의 군상  에너지가 넘치고 땀냄새가 난다,7,0,0,0,0,0
2623,수많은 배우들이 나오지만 서로의 연관성은 비교적 적고 종국엔 필요 없이 낭비되는 경우도 있다. 당시의 시대상과 분위기를 살리려한 것은 알겠다만 좀 줄여도 될 듯싶다.,6,0,1,0,0,0
2624,마지막 10분때문을 보기위한 너무 긴 준비과정,2,0,0,1,0,0
2625,John  Bobby  Edward 형제 등 Kennedy Curse로 유명한... 그러나 미국의 68년 당시 정치적 상황을 겪었던 세대에게나 감동이 있을 듯. 다른 국가 및 타세대에게 사건 관련자들의 나열적 에피소드들은 의미를 찾기 어려워...,7,0,0,0,0,0
2626,린제이로한 때문에 봤는데 린제이로한 잊고있었다    ,9,0,0,0,0,0
2627,대박캐스팅이다,4,0,0,0,0,0
2628,초호화캐스팅에 빛바랜 영화의 내용.. 뭘 말하고 싶은지 알겠는데..그닥 감동적이진..,5,0,0,1,0,0
2629,담배는 모조리 모자이크에 주요장면은 다짜르고.. 내 다신 공중파로 영화보나봐라,9,0,0,0,0,0
2630,이 많은 배우들을 불러다 놓고 도대체 무슨 얘길 하고 싶었던 걸까?,5,0,0,1,0,0
2631,기대를 안하고 봐서 그런지 지루하지않게 봄,9,0,0,0,0,1
2632,그당시 60년대 사회의 이념을 공감할수 없어서 어려운 영화인것같다,4,0,0,0,0,0
2633,초호화 캐스팅에도 불구하고  실화 임에도 불구하고 감동을 이끌어 내기엔 부족했다.,5,0,0,0,0,0
2634,정말 초호화 캐스팅,6,0,0,0,0,0
2635,나름 괜찮은데 짜임새 준수하고,8,0,0,1,0,0
2636,위대한 지도자의 의미를 생각해볼수있었다. 우리나라에도 이러한 지도자가 나와준다면,8,0,0,0,0,0
2637,캐스팅은 멋져... 울 정도로 감동적인 영화인가??,6,0,0,0,0,0
2638,캐스팅만은10점만점인데 전기물을찍다가 어깨에 잔뜩 힘이들어간 에밀리오에스테베즈.,5,0,0,0,0,0
2639,정치계에 혼란이 수많은 사람에게 미치는 영향,6,0,0,0,0,0
2640,영화로써의 구성을 갖추기 위해 애썼네...,7,0,0,0,0,0
2641,지금 우리나라도 케네디 형제 같은 대통령이 절실하다.,10,0,0,0,0,0
2642,크래쉬가 떠올랐다,6,0,0,0,0,0
2643,영화를 보면서 오랜만에 펑펑 울었다. 이 땅에 존재하는 분열을 되돌아보며..,8,0,0,0,0,0
2644,여러사람들의 바비에관한 에피소트모음,10,0,0,0,0,0
2645,희망을 짓밟는 사람들은 어디에나 있네요. 슬프면서도 다시 한번 소망하는...,10,0,0,0,0,0
2646,그때와 지금이 그렇게 다르지가 않다.,8,0,0,0,0,0
2647,보고나서야 바비가 누군지 알게되었다.. 미국인들이 참 안타까워 했을듯..,7,0,0,0,0,0
2648,초반 → 중반까지는 뭐 영화가 이렇냐 싶을정도로 평화롭다가 갑작스런 사건으로 10점,10,0,0,1,0,0
2649,현 정부에게 꼭 보여주고 싶은 영화.,10,0,0,0,0,0
2650,분산된 시나리오가 아쉽지만 바비에 대해 알게되는 것으로 꽤 좋다,7,0,0,1,0,0
2651,왜 평점이 낮은지 이해가 안간다....정말 감동적인데....,10,0,0,1,0,0
2652,별 내용없음,1,0,0,1,0,0
2653,참 잘만든영화,10,0,0,0,0,0
2654,바비가 어떤 사람인지 알고 보시면 영화가 틀리게 보일텐데...,10,0,0,0,0,0
2655,너무 많다,7,0,0,0,0,0
2656,두고두고 아쉬울 뿐이지 영울을 잃었다는건...,7,0,0,0,0,0
2657,보다가 지루해서 내일봐야지... 그 다음날 볼려다 지겨울것같아 휴지통으로~~~,4,0,0,0,0,1
2658,지루해...,4,0,0,0,0,1
2659,American들의 바비 추억담....,6,0,0,0,0,0
2660,너무나 좋은 영화입니다 캐스팅이 어떻게 이렇게 가능했을지 납득이 되네요,10,0,0,0,0,0
2661,솔삐지루했음..마지막에 슬퍼서 좀 울긴했지만 앞부분은 지루했어유...,6,0,0,1,0,1
2662,캐스팅하나만큼은 근래 본 영화중에 젤 화려한듯...,8,0,1,0,0,0
2663,봐야할 영화 마지막이 넘 찡하다 지루한면은있지만 한시대를잘보여줬다,9,0,0,1,0,1
2664,↓동감.엔딩이 상당히 강렬하고 호소력 있네요.,6,0,0,1,0,0
2665,마지막 10분을 위해 초호화 배우들을 섞어 진지하게 잘 풀어낸 듯,8,1,0,1,0,0
2666,뭔가심오한거같은데 봐봐여 졸리져,3,0,0,0,0,1
2667,한번 봐라 재밌는가....ㅡㅡ ....일반인들은 보지말기를  ,4,0,0,0,0,1
2668,초반에 좀 지루했으나 후반부로 갈수록 진한 감동과 여운을 남겨준 영화,8,0,0,1,0,1
2669,캐스팅은 정말 굳. 근데 너무 빨리 끝나버린듯한...,10,0,0,0,0,0
2670,OO라 양키,10,0,0,0,0,0
2671,초호화캐스팅,6,0,0,0,0,0
2672,적절한 코믹연기와 적절한 감동 남자들의 무언가를 느끼게 한영화,10,1,0,0,0,0
2673,의형제 짱,1,0,0,0,0,0
2674,분단의 문제를 가장 따뜻한 시선으로 풀어낸 영화가 아닐까?,10,0,0,0,0,0
2675,강동원덕에 보는내내 행복했어요^^송강호씨는 연기도 잘하시고,10,1,0,0,0,0
2676,친구가재밋다는영화다,10,0,0,0,0,0
2677,그래도 시간은 흐른다. 사회는 실재한다. 그런 주제에도 불구하고 밑밑 지루,7,0,0,0,0,1
2678,캐스팅이 어마어마해서 별세개 약간 지루함,6,0,0,0,0,1
2679,내용은 괜찮은데 좀 지루한감이 없지않게있음,6,0,0,1,0,1
2680,괜찮은데 너무 많아서 복잡하다,7,0,0,0,0,0
2681,실존 인물들의 각기 이야기가 캐스팅으로 범벅...,8,0,0,0,0,0
2682,캐스팅은 화려한데 너무 지루하게 전개 되어 재미가 반감.,6,0,0,1,0,1
2683,끝까지 잔잔하게 감. 화려한 출연진이 관전 포인트.,6,0,0,1,0,0
2684,내용전개는 알겠는데 지루해서..,5,0,0,1,0,1
2685,전형적인 팍스아메리카 ㅡ.ㅡ. 당시상황을 모르니 등등 어쩌구저쩌구의 태클?지겹다.,5,0,0,0,0,0
2686,큰일이 생길거 같고 생겨도 각각의 사람들은 자기만의 시간으로 살아간다.,8,0,0,0,0,0
2687,정치에 대한 관심을 가져야한다는 교훈을 주었던 영화...감동적인 스토리였어요.,10,0,0,1,0,0
2688,너무 지루한 다큐멘터리...,5,0,0,0,0,1
2689,나쁘지않음ㅎ,8,0,0,0,0,0
2690,우리들의 삶을 되돌아보게하는 영화! 우리나라 현실과 비교해봐도 좋을듯,10,0,0,0,0,0
2691,초특급 캐스팅에..모두들 아낌없는 연기변신을 보여준다는 점에서도 인상깊었던 작품,10,1,0,0,0,0
2692,정치미스터리인줄 알았더니..감동 드라마요소가 다분함..,8,0,0,1,0,0
2693,극찬을 받을 영화는 아니지만  그렇다고 악평을 받을 영화도 아닌..,8,0,0,0,0,0
2694,난 맘에 듬..!! 어지럽다는 반응은 좀 아닌듯하고..,10,0,0,0,0,0
2695,어딜가나 보수체제는 변화와 희망의 불씨를 싫어하더라..,9,0,0,0,0,0
2696,시사때보고 돌아가신 그분이 생각났다..,10,0,0,0,0,0
2697,저는 10점을 줄정도까지는 아닌듯합니다..그래도 그리 나쁘진 않아욤,8,0,0,0,0,0
2698,캐스팅이 화려하면 영화는 비게 마련인데..이 영화는 그러저럭 제몫을 함,10,0,0,0,0,0
2699,움...10점은 마지막이 울림이 커서 준다..,10,0,0,1,0,0
2700,애쉬튼 커쳐는 좀 변신이 어색하더라..ㅋㅋㅋ,10,0,0,0,0,0
2701,개인적으로 좀 궁금했던 것인데..의미있는 작품이 하나 나왔다,9,0,0,0,0,0
2702,멋진 대사가 많지만 영화는 지루했고  유명 배우 보는 재미는 있는 영화.,6,0,0,1,0,1
2703,영화가 좀 정신없지만 마지막엔 결국 하나의 결말을!!  지루하진 않아요-!,8,0,0,1,0,1
2704,그 당시에 시대상을 잘 반영해준 영화!,9,0,0,1,0,0
2705,저격현장 위로 너무나 감동적인 바비의 육성연설..그런 훌륭한 인물은 또 사라지고...,9,0,0,0,0,0
2706,1960년대의 미국 시대상을 보여준 영화 .과하지 않아 좋았음,9,0,0,1,0,0
2707,마지막엔놀랐네  ㅋㅋㅋ근데최고의캐스팅으로인한배우들땜에지루하진않앗네요,10,0,0,1,0,1
2708,어제 좋은분 덕분에 시사회 보고왔는데 캐스팅도 좋았지만 영화 내용도 좋았어요.,8,1,0,1,0,0
2709,바비의얼굴과육성 자체가 임팩트했고 예상치 못한 결론도 좋았다. 내용모르고보기강추,9,1,0,1,0,0
2710,진심 별로였어요;,5,0,0,0,0,0
2711,R.케네디에 대해서 배경지식이 있는 사람만 보세요~ 안그럼 졸리거나 도망 나옵니다~,5,0,0,0,0,1
2712,뭔가 신파극 같다. 억지로 눈물을 짜내는...하지만 폭력은 폭력을부른다는말은인상적.,6,0,0,1,0,0
2713,산만해..,6,0,0,1,0,0
2714,감동적이네요ㅠㅠㅠㅠ,10,0,0,0,0,0
2715,유명 배우 총출동..... 사회적 메세지도 잘 담아낸 작품 이네요.,10,0,0,1,0,0
2716,정말 소름끼치는  작품이다!!,10,0,0,0,0,0
2717,잇힝?,1,0,0,0,0,0
2718,이영화 재미있지,10,0,0,0,0,1
2719,이영화 재미있다,10,0,0,0,0,1
2720,기대를 했는데 별로네요.,6,0,0,0,0,0
2721,파쿠르가곁들어진 청년과조직 이야기   소소하면서 재밌게봤습니다  스케일큰영화나 블록버스터 못지않게 지루하지도않고 좋네요,10,0,0,1,0,1
2722,최근액션영화중꿀잼평점너무낮은거아닌가,10,0,0,0,0,1
2723,색다른 소재의 영화라서 볼만했습니다.,8,0,0,1,0,0
2724,정말  재미있게 잘 봤습니다.,9,0,0,0,0,1
2725,이런류의 영화가 지루하기 쉽지 않은데 희한하게 지루하네..,4,0,0,0,0,1
2726,3점은 됩니다....,3,0,0,0,0,0
2727,아찔함이 느껴지던 몇몇 장면들에 저절로 환호성(?)...하지만 허접한 스토리는 둘째치고볼거리가 좀 더 있었으면하는 아쉬움...,4,0,1,1,0,0
2728,가볍게 볼만한 영화였습니다,7,0,0,0,0,0
2729,흥미로운 파쿠르와 뻔한 스토리,7,0,1,1,0,0
2730,재미있고 부담없이 볼 수 있는 영화,8,0,0,0,0,1
2731,야마카시로만 알았는데 파쿠르라는 장르가 있는줄 몰랐다. 스토리는 뻔하지만 화려한 볼거리가 괜찮았다.,9,0,1,1,0,0
2732,확실히 파쿠르액션은좋았다.하지만 제목이 잘못된거같다.트레이서는 파쿠르 훈련자를 뜻하는데 이로 인해 파쿠르가 안좋은일에 쓰인다고 믿기 시작하는사람들이 생길지도모른다...개인적이지만 그래도 난 제목 선정이 안좋다고 생각한다.,6,0,1,0,0,0
2733,그닥 큰재미는 없음. 예전 야마카시 그거랑 비슷하네.,5,0,0,0,0,1
2734,새로운 것이 없다...,5,0,0,0,0,0
2735,와 진짜 재미없었네 ...,3,0,0,0,0,1
2736,기대를 너무 많이 한거였어...ㅡㅜ,6,0,0,0,0,0
2737,시원시원한 리얼 액션 잼따,8,0,1,0,0,1
2738,결국 여자로 시작해서 여자로 끝나는... 딱 킬링타임용 그 이상도 그 이하도 아님,7,0,0,1,0,0
2739,재밌다. 파쿠르 잘해봤자  범죄자.예쁜 여자가 보고 혹 해서 시작한 파쿠르.,8,0,0,0,0,1
2740,쿨한 액션에 쿨한 엔딩. 첨엔 대충 넘겨보다가 중후반부터는 계속 봤음. 테일러 로트너 생각보다 많이 멋있게 자랐네요.,7,0,1,1,0,0
2741,파쿠르 빼곤 다 흔한 뻔한 이야기,4,0,0,1,0,0
2742,삼류 영화. 본 시간이 아깝다.,5,0,0,0,0,0
2743,재미있게 풀어나갈만 소재를 가지고 이렇게 단조롭고 식상하게 풀어가다니...,6,0,0,1,0,1
2744,싸구려 영화 트와일라잇의 명성을 이어받은 싸구려 배우가 싸구려 연기변신이랍시고 내놓은 싸구려 영화. 전세계 트라쇠르 트라쇠즈들을 모욕하는 형편없는 작품. 테일러 로트너의 알몸 몇번 보여주면 빠순이들이 질질 싸면서 티켓값 진상하는 류의 영화입니다.,4,1,0,0,0,0
2745,여주인공 중간에 갑자기 살빠져서 나옴 그후부터 영화 볼만함,6,0,0,0,0,0
2746,남주가 너무 못생겨써리..,6,0,0,0,0,0
2747,파쿠르  짱입니다. 대박!!!,9,0,0,0,0,0
2748,파쿠르는 매력적인 이동법인것 같다. 킬링타임용으로 볼만합니다.^^,7,0,0,0,0,0
2749,딱 킬링타임용 / 나쁘지 않다,6,0,0,0,0,0
2750,스피디하게그냥 볼만했어요.,8,0,1,0,0,0
2751,빠순이 들이 올려놓은 평점에 낚이는 사람은 나로 끝나기를 아동용 만화 보다 스토리가 뻔함,4,0,0,1,0,0
2752,기대를 하나도 안했었는데 스릴있고 재밌어요,9,0,1,0,0,1
2753,파쿠르 프리런닝~  멋진 액션들이 시원.,8,0,1,0,0,0
2754,정말 시간 아까운 영화. 잠깐씩 나오는 파쿠르외에는 아무것도 없다.,2,0,0,0,0,0
2755,파쿠르를배경으로한영화니까역시평점10점 ㅎㅎ보면서몸이근질거렸어요파쿠르하고싶어서 ㅋㅋㅋ,10,0,0,0,0,0
2756,옛날 영화 재탕..훗.,1,0,0,0,0,0
2757,스릴즐기기 좋은 영화!!!,10,0,0,0,0,0
2758,액션은 약하지만 속도감은 있고 나름대로 깔끔한 마무리,7,0,1,1,0,0
2759,파쿠르는 좋다.하지만 느리게 흘러가고 지루하게 달리다가 갑자기 호흡이 빨라지더니 이윽고 갑자기 멈춘다.남는 게 없는 느낌.,6,0,0,1,0,1
2760,1시간 30분을 뛴것 같은 이 피곤함은 뭐지? 간단한 결말을 위해 뛴시간이 아깝다.,5,0,0,1,0,0
2761,평점 6.64는 아님.. 개인평점 7.5~8점정도? 킬링타임용으로 아주 좋은듯~ 스토리만 약간 아쉽..,10,0,0,1,0,0
2762,13구역 이후로 몸으로 뛰는 액션 야마카시의 좋은 예를 든 영화. 행동 하나하나가 맛깔나게 착착 감기는 느낌. 없어도 될 러브라인이 흠이라면 흠. 어딜가나 아시아 망신은 중국이다 시키는 듯 하다.,8,0,0,1,0,0
2763,몸으로 부딛히는 파쿠르는 분명 멋지지만 줄거리가 산으로 간다,4,0,0,1,0,0
2764,와파쿠르실력보고너무부러웠다는^-^;;여주인공도건강미넘치고+중국애들난입+스토리는아쉬워요허리아파서누워서폰으로보고평점남기네요ㅠ_ㅠ,7,0,0,1,0,0
2765,엉성한 부분은 없지않지만 대체적으로 무난했다,7,0,0,1,0,0
2766,응? 스토리가 뭔가 허술한데?,8,0,0,1,0,0
2767,뻔한 스토리에 연기력을 요구하는 장면이 있는 것도 아니어서 공감대도 별로 형성이 안되지만초중반의 파쿠르 액션 하나만큼은 훌륭합니다.킬링타임 용,6,0,0,1,0,0
2768,남자주인공 넘 멋지고 간만에 스피드한 영화 즐겁게 봤습닌ㄱ?,10,0,1,0,0,0
2769,파쿠르가 배우고 싶어요 파쿠르 ~ 당근당근 마늘마늘 감자감자 파~ 파 ~ 쿠~ 르~~,5,1,0,0,0,0
2770,액션이 좋다. 멋지다. 나머지는 많이 아쉽다.,5,0,1,0,0,0
2771,재밌었어요 파쿠르 완전 멋져요 이히힛.,10,0,0,0,0,1
2772,뻔하고 지루... 그렇다고 스릴넘치는것도 아님,3,0,0,1,0,1
2773,트레이서  꿀잼있음 남자 주인공 겁나 잘생겼음ㅋㅋ,10,0,0,0,0,1
2774,수염깍자. 제발ㅜㅜ 수염 때문에 몰입이 안된다.,6,0,0,0,0,0
2775,재미있고~신기하기도한 익스트림스포츠관람이라 좋았어요,7,0,1,0,0,1
2776,그럭저럭 볼 만 했어요. 결말이 조금 아쉽네요,7,0,0,1,0,0
2777,액션은 볼 만하나 스토리 자체는 거의 쓰레기급..,6,0,1,1,0,0
2778,그럭저럭 재밌게 봤어요~ 영상이 좋았어요~,6,0,1,0,0,1
2779,평점이 왜이래 조선병탕보다 열배는 재밌다,10,0,0,0,0,1
2780,자전거 타는 부분과 파쿠르만 나름 볼만했음.,5,0,1,0,0,0
2781,10점까진 아니지만 평점맞추기위해..7.5~8점정돈됨.,10,0,0,0,0,0
2782,은행털이씬은 멋있드라,7,0,1,0,0,0
2783,영화재미있게 보았네요,9,0,0,0,0,1
2784,이런 장르 정말 좋아하는데  스토리  전개  음악  연기 다 쏘소했다.,6,1,0,1,1,0
2785,13 구역의 파쿠르가 거의 서커스에 가까운 느낌으로 연출되어 있다면 이 영화의 파쿠르는 이야기 속에 버무려져 녹아 들어가 있는 느낌이랄까?끝날때까지 사랑이야기로 풀어낸것도 법죄물인척하는 청춘영화를 표방하는 것도 킬링타임용으론 제법.테일러의 파쿠르는 굿,7,0,1,1,0,0
2786,#NAME?,5,0,0,0,0,0
2787,중국애들이 해결하네 ㅋ 액션도 스토리도 좀 떨어지는 듯,7,0,1,1,0,0
2788,이영화에 10점주는 것들은 무슨기준으로 영화보는지 참 ㅉㅉ 초딩이 쓴거같은 시나리오에 주인공 완전 비호감 쩔고   파쿠르열심히한게 불쌍해보일정도,5,0,0,1,0,0
2789,미국 젊은이들의 취업난을 그린 성장 드라마,5,0,0,0,0,0
2790,파쿠르 액션만으로도 볼 거리는 충분..,8,0,1,0,0,0
2791,잘 봤습니다.. 살짝 지루했지만,7,0,0,0,0,1
2792,여주인공 엉덩이~~~띠용^^,7,0,0,0,0,0
2793,네이버 평 보고 채피 보다가 토할거같아서 나옴. 이건 보는내내 개만족,10,0,0,0,0,0
2794,스토리는 그냥 저냥이지만 자전거 나오고 수족관도 나오고 취향 저격,7,0,0,1,0,0
2795,스토리 레알 병맛. 파쿠르는 꽤 볼만한데 본격적인 스토리가 전개되는 중반이후엔 이뭐병 영화 ㅋㅋ 여자배우 몸매가 좋을거 같은데 펑퍼짐한 옷이나 입고 있어서 아쉬움으로 남음. 그냥저냥 킬링타임용.,5,0,1,1,0,0
2796,촬영도 잘하고 나름 재밌구만.. 평점이 왤케 낮은지.. 남자 주인공빼곤 다른 출연진은 너무 삼류느낌이 나는게 단점.. 특히 여주인공은 좀 씻었으면..,8,0,1,0,0,1
2797,액션영화 이정도면 괜찮은데 평점넘낮다.. 별 기대안햇는데 전 넘 재밋겟 봣어요 시간이 넘 짧드라는...테일러 로트너의 팬 됫어요 어쩜 ...나도 배우고싶다... 팝콘무비로 즐겁게 보기딱 좋은 영화!~~ 다른영화에 묻혀서아쉽네요..,8,0,0,0,0,0
2798,생각보다 볼만 하네요...,7,0,0,0,0,1
2799,테일러 .. 늑대인간으로 태어나더니 .. 진짜 늑대된듯 ~ 자전거 파쿠르 ..  운동신경이 무슨 짐승같아 ㅎㅎ,10,0,0,0,0,0
2800,볼거리는 괜찮으나 스토리는 개OO,5,0,1,1,0,0
2801,킬링으론 괜찮은 틴액션? 그냥저냥 볼만함,6,0,0,0,0,0
2802,초반에  좀 지루하긴 하지만~ 붕붕날라다니는 파쿠르 액션에 눈길 제대로  사로잡네요!,7,0,1,0,0,1
2803,처음에는 재미있으려다가스릴 개연성부족에 스토리자체가 빈약아놔ㅡㅡ,5,0,0,1,0,1
2804,뻔한 스토리에 긴장감도 없고 ... 실망 ㅠㅠ,1,0,0,1,0,0
2805,함번봐보세요 답이없이 ...,10,0,0,0,0,0
2806,좃꿀잼인데??스릴쩜,10,0,0,0,0,1
2807,그럭저럭 볼만 합니다~,5,0,0,0,0,0
2808,보다가 너무 지루해서 졸았는데 꿈이 더 재밌었어요,1,0,0,0,0,1
2809,음.. 속도를 따라가지 못한 영상이 흔들려서 정신없었음   뭐 다른걸 떠나서 액션이 크지도 않고 결말도 그냥그냥    흐지부지   ,5,0,1,1,0,0
2810,열심히 달렸지만 허무한 몸부림,4,0,0,0,0,0
2811,보는 내내 오글오글거리는 영화,5,0,0,0,0,0
2812,그냥 아무것도없는 무의미하다 킬링으로 시간땨우기 좋은영화,6,0,0,0,0,0
2813,두 번 볼 정도로 재밌는 영화는 아니고 그냥 심심할 때 보면 괜찮은 정도!?? 요즘 작품성이나 재미면에서 더 좋은 영화들이 많이 상영중이라서 이 영화는 금방 내릴 듯 싶어요.,5,0,0,0,0,1
2814,내용이 너무 허술하네~ 범죄말고 멜로영화로 만들지..,5,0,0,1,0,0
2815,탄력을 받아야 할 시점에서 삼각관계가 발목을 가끔 잡는게 아쉽지만 어쨌든 짜릿한 파쿠르 액션에 눈은 즐겁다.,6,0,1,1,0,0
2816,내용보다는 속도감 하나로 보는 영화..!,6,0,1,0,0,0
2817,5~6점정도. 파쿠르 멋있지만,5,0,0,0,0,0
2818,솔찍히 말할려는 요지가 뭔지 모를정도로재미가 없었습니다장애물 넘는 걸 보여 준다는게 목적이였다면차라리 대회란걸 만들어 그걸 겨루고승리하는 이야기가 덜 지루했을 겁니다아무리 뻔해도 지금 영화스토리보다...,1,0,0,1,0,1
2819,마무리는 돈이 없었나ㅋㅋ,7,0,0,1,0,0
2820,박시은 정말좋아하는데 답답해서 진짜 짜증났다,2,0,0,0,0,0
2821,우리집은 아침 드라마 강제적으로 본다... 어머니 때문에... 아침 안먹으면 죽는줄 아시는 어머니 때문에 건너 뛸수도 없다... 식탁에 앉으면 정면에 떡~ 하니 TV가 있어서 강제적으로 주입이 된다 그런 아침 드라마중 최악이었다 진심...,1,0,0,0,0,0
2822,줫나게 질질끌고 욕나오는드라마 감독 이년은 욕처먹을각오로 이거 만들었나,1,0,0,1,0,0
2823,이건 진심 1점짜리다 ㅋㅋ,1,0,0,0,0,0
2824,해도해도 너무 했음..시청자의 시간을 연장까지 하며 뺏어간 제작진과 황당한 연기력의 젊은 배우들.. 각성하길..눈부라리고 소리만 지르며 지들 스트레스 풀려고 출연한건지 시청자로써 괴로웠음. 주인공분들이 출연한다는 작품은 절대 안볼거임.,1,1,0,0,1,0
2825,ㅋ,10,0,0,0,0,0
2826,엔딩 결말이 누가 죽고끝나는 비극은 아니였고 다같이 노래 부르면서 끝나는ㅋㅋㅋㅋ많이 웃고 욕도 많이 했지만 배우분들 수고많았구요  잘봤습니다.,10,0,0,1,0,0
2827,다른 드라마 온통 짜집기 해서 걸레 만들었네.  아이 바꿔치기( MBC 짝패) 마무리(SBS 샐러리맨 초한지 김서형 정신병원) . 작가가 스토리 전개능력이 없어서 초기 설정한 인물들의 캐릭터가 죄다 망가진 잡탕찌개수준  즉 일만 벌리고 수습못함,1,0,0,1,0,0
2828,배우들 모두가 정신병자처럼 보였던 개막장드라마 마지막씬 다같이 노래부를때 완전 코미디 정말 이런 드라마 두번보기 싫다.,1,0,0,0,0,0
2829,엔딩 너무 좋았어요보면서 욕 많이 했지만다같이 노래 부르는 장면 최고였어요~~!!!,10,0,0,1,0,0
2830,1화부터 막방까지..절대 본방 사수 했던건막장 시나리오임 에도 너무 열열히 연기 해주신 배우님들 덕입니다..좀 힘들었지만 잘봤구요...최선정 으로 악역해주신분..고생하셨어요마지막 빵 먹으며 우는장면..인상깊었습니다..,7,1,0,0,0,0
